text,label,lang,scam_type,text_normalized,source
"Aap k Allied Bank account se 75,000 PKR ki deduction hui hai tax ki madd mein.",0,roman_urdu,Bank Tax Deduction Notification,Aap k allied bank account se 75000 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
"Your NayaPay OTP for online transaction is 20081651. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your nayapay otp for online transaction is 20081651. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Apka UBL ka acount tax jama na krwane ki waja se block ho gaya h. Abhi sms karin 0357340466 par warna acount hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka ubl ka account tax jama na karwane ki waja se block ho gaya hai. Abhi sms karein 0357340466 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Moaziz sarif, apka Inaam Ghar ki taraf se 5000 PKR ka inaam nikla hai. Taseeq k liye 0315455905 par details send krain.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka inaam ghar ki taraf se 5000 pkr ka inaam nikla hai. Taseeq k liye 0315455905 par details send karein.",zenodo_21810885
Easypaisa: Aap ne successfully 5000 PKR transfer kar diye hn. Trx ID: 65355655.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 5000 pkr transfer kar diye hain. Trx id: 65355655.,zenodo_21810885
Salary of 12500 PKR has been credited to your SadaPay account. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 12500 pkr has been credited to your sadapay account. Thank you.,zenodo_21810885
"Moaziz sarif, apka Benazir Income Support ki taraf se 10000 PKR ka inaam nikla ha. Taseeq k liye 0363932819 par sms karin.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka benazir income support ki taraf se 10000 pkr ka inaam nikla hai. Taseeq k liye 0363932819 par sms karein.",zenodo_21810885
FBR ki taraf se apka NayaPay acount freeze kr dia gya ha. Unblock krwane k lie abhi OTP pin code dain.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,Fbr ki taraf se apka nayapay account freeze kar diya gaya hai. Unblock karwane k liye abhi otp pin code dein.,zenodo_21810885
"Dear Customer, Apke HBL account me 5000 PKR deposit hue hain. Available Balance: 5000 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke hbl account me 5000 pkr deposit hue hain. Available balance: 5000 pkr.",zenodo_21810885
Aap ka HBL debit card ATM par use hua ha. Amount: 5000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karin.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka hbl debit card atm par use hua hai. Amount: 5000 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
"Your SadaPay OTP for online transaction is 93504309. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your sadapay otp for online transaction is 93504309. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Apka MCB ka acc tax jama na krwane ki waja se block ho gaya h. Abhi call karin 0315835400 par warna acc hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka mcb ka account tax jama na karwane ki waja se block ho gaya hai. Abhi call karein 0315835400 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 12500 PKR ka inaam nikla hai. Taseeq k liye 0363373939 par call karein.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka bisp ki taraf se 12500 pkr ka inaam nikla hai. Taseeq k liye 0363373939 par call karein.",zenodo_21810885
"Mubarak ho! Ehsaas Program main apka 75,000 ka inam lga ha. Apna inam hasil krne k lie apna MCB pin is number par send krin.",1,roman_urdu,Phishing - Government Scheme Scam,Mubarak ho! Ehsaas program main apka 75000 ka inam lga hai. Apna inam hasil karne k liye apna mcb pin is number par send karein.,zenodo_21810885
"Your Allied Bank OTP for online transaction is 85353169. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your allied bank otp for online transaction is 85353169. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 1 Lakh PKR ka inaam nikla hai. Taseeq k liye 0354503080 par sms karin.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka bisp ki taraf se 100000 pkr ka inaam nikla hai. Taseeq k liye 0354503080 par sms karein.",zenodo_21810885
Mubarak ho! Benazir Income Support main apka 5000 ka inam lga ha. Apna inam hasil krne k lie apna NayaPay pin is number par send krin.,1,roman_urdu,Phishing - Government Scheme Scam,Mubarak ho! Benazir income support main apka 5000 ka inam lga hai. Apna inam hasil karne k liye apna nayapay pin is number par send karein.,zenodo_21810885
"Dear Customer, Apke JazzCash account me 1 Lakh PKR deposit hue hain. Available Balance: 1 Lakh PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke jazzcash account me 100000 pkr deposit hue hain. Available balance: 100000 pkr.",zenodo_21810885
Aap k MCB account se 5000 PKR ki deduction hui hai tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k mcb account se 5000 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
Apka HBL ka account suspicious activity ki waja se block ho gaya hai. Abhi OTP bataen 0349287760 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka hbl ka account suspicious activity ki waja se block ho gaya hai. Abhi otp bataen 0349287760 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Aap k State Bank account se 75,000 PKR ki deduction hui hai tax ki madd mein.",0,roman_urdu,Bank Tax Deduction Notification,Aap k state bank account se 75000 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye hain. Trx ID: 34889996.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 350 pkr transfer kar diye hain. Trx id: 34889996.,zenodo_21810885
"Your JazzCash OTP for online transaction is 93264552. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your jazzcash otp for online transaction is 93264552. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Apka MCB ka account tax jama na krwane ki waja se block ho gaya hai. Abhi rabta krein 0397184576 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka mcb ka account tax jama na karwane ki waja se block ho gaya hai. Abhi rabta karein 0397184576 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Aap ka State Bank debit card ATM par use hua ha. Amount: 10000 PKR. Agar yeh aap ne nahi kiya toh helpline par call kren.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka state bank debit card atm par use hua hai. Amount: 10000 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
"Your State Bank OTP for online transaction is 67239815. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your state bank otp for online transaction is 67239815. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Easypaisa: Aap ne successfully 350 PKR transfer kar diye hain. Trx ID: 20985696.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 350 pkr transfer kar diye hain. Trx id: 20985696.,zenodo_21810885
"Dear Consumer, apka is mahine ka K-Electric ka bill 75,000 PKR ha. Due date guzarne se pehle ada karin.",0,roman_urdu,Utility Bill Payment Reminder,"Dear consumer, apka is mahine ka k- electric ka bill 75000 pkr hai. Due date guzarne se pehle ada karein.",zenodo_21810885
"Moaziz sarif, apka Jeeto Pakistan ki taraf se 50,000 PKR ka inaam nikla h. Taseeq k liye 0397411978 par rabta krein.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka jeeto pakistan ki taraf se 50000 pkr ka inaam nikla hai. Taseeq k liye 0397411978 par rabta karein.",zenodo_21810885
Apka NayaPay ka account suspicious activity ki waja se block ho gaya hai. Abhi details send krain 0337085373 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka nayapay ka account suspicious activity ki waja se block ho gaya hai. Abhi details send karein 0337085373 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Apka JazzCash ka account suspicious activity ki waja se block ho gaya hai. Abhi rabta krein 0317430440 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka jazzcash ka account suspicious activity ki waja se block ho gaya hai. Abhi rabta karein 0317430440 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Salary of 350 PKR has been credited to your HBL account. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 350 pkr has been credited to your hbl account. Thank you.,zenodo_21810885
"Moaziz sarif, apka BISP ki taraf se 75,000 PKR ka inaam nikla ha. Taseeq k liye 0349459414 par sms karin.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka bisp ki taraf se 75000 pkr ka inaam nikla hai. Taseeq k liye 0349459414 par sms karein.",zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 80187387.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 2500 pkr transfer kar diye hain. Trx id: 80187387.,zenodo_21810885
Apka Meezan Bank ka account verification na hone ki waja se block ho gaya hai. Abhi sms karin 0337864529 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka meezan bank ka account verification na hone ki waja se block ho gaya hai. Abhi sms karein 0337864529 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Salary of 50,000 PKR has been credited to your Easypaisa acount. Thank you.",0,roman_urdu,Salary Credit Notification,Salary of 50000 pkr has been credited to your easypaisa account. Thank you.,zenodo_21810885
"Your MCB OTP for online transaction is 50434339. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your mcb otp for online transaction is 50434339. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Easypaisa: Aap ne successfully 5000 PKR transfer kar diye hain. Trx ID: 85199060.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 5000 pkr transfer kar diye hain. Trx id: 85199060.,zenodo_21810885
"Dear Consumer, apka is mahine ka K-Electric ka bill 10000 PKR hai. Due date guzarne se pehle ada karein.",0,roman_urdu,Utility Bill Payment Reminder,"Dear consumer, apka is mahine ka k- electric ka bill 10000 pkr hai. Due date guzarne se pehle ada karein.",zenodo_21810885
"Aap k Easypaisa account se 50,000 PKR ki deduction hui hai tax ki madd mein.",0,roman_urdu,Bank Tax Deduction Notification,Aap k easypaisa account se 50000 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
"Easypaisa: Aap ne successfully 50,000 PKR transfer kar diye han. Trx ID: 21822044.",0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 50000 pkr transfer kar diye han. Trx id: 21822044.,zenodo_21810885
Aap k Easypaisa acount se 10000 PKR ki deduction hui h tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k easypaisa account se 10000 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
Apka Meezan Bank ka account suspicious activity ki waja se block ho gaya hai. Abhi call karein 0352779931 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka meezan bank ka account suspicious activity ki waja se block ho gaya hai. Abhi call karein 0352779931 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Your JazzCash OTP for online transaction is 55284003. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your jazzcash otp for online transaction is 55284003. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Apka NayaPay acc hack hone ka khatra ha. Apna password change krne k lie abhi is number par pin code dain.,1,roman_urdu,Phishing - Account Hack Warning,Apka nayapay account hack hone ka khatra hai. Apna password change karne k liye abhi is number par pin code dein.,zenodo_21810885
"Dear Consumer, apka is mahine ka WASA ka bill 10000 PKR ha. Due date guzarne se pehle ada kren.",0,roman_urdu,Utility Bill Payment Reminder,"Dear consumer, apka is mahine ka wasa ka bill 10000 pkr hai. Due date guzarne se pehle ada karein.",zenodo_21810885
Aap ka JazzCash debit card ATM par use hua hai. Amount: 10000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karein.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka jazzcash debit card atm par use hua hai. Amount: 10000 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
"Aap ka Meezan Bank debit card ATM par use hua hai. Amount: 75,000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karein.",0,roman_urdu,Bank ATM Transaction Alert,Aap ka meezan bank debit card atm par use hua hai. Amount: 75000 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
"Bha apke number par ghalti se mere 50,000 rs aa gaye han easypaisa me, please wapis bhej dain shukar guzar hunga.",1,roman_urdu,Phishing - Wrong Number Refund Scam,"Bhai apke number par ghalti se mere 50000 rs aa gaye han easypaisa me, please wapis bhej dein shukar guzar hunga.",zenodo_21810885
"Salary of 50,000 PKR has been credited to your NayaPay acc. Thank you.",0,roman_urdu,Salary Credit Notification,Salary of 50000 pkr has been credited to your nayapay account. Thank you.,zenodo_21810885
Apka State Bank acount hack hone ka khatra ha. Apna password change krne k lie abhi is number par OTP bataen.,1,roman_urdu,Phishing - Account Hack Warning,Apka state bank account hack hone ka khatra hai. Apna password change karne k liye abhi is number par otp bataen.,zenodo_21810885
Apka SadaPay ka account system error ki waja se block ho gaya hai. Abhi rabta krein 0321735389 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka sadapay ka account system error ki waja se block ho gaya hai. Abhi rabta karein 0321735389 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Your UBL OTP for online transaction is 82635788. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your ubl otp for online transaction is 82635788. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Apka HBL ka account verification na hone ki waja se block ho gaya hai. Abhi rabta krein 0327313930 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka hbl ka account verification na hone ki waja se block ho gaya hai. Abhi rabta karein 0327313930 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Mubarak ho! Inaam Ghar main apka 1 Lakh ka inam lga ha. Apna inam hasil krne k lie apna MCB pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,Mubarak ho! Inaam ghar main apka 100000 ka inam lga hai. Apna inam hasil karne k liye apna mcb pin is number par send karein.,zenodo_21810885
"Your HBL OTP for online transaction is 45338421. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your hbl otp for online transaction is 45338421. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Aap ka MCB debit card ATM par use hua hai. Amount: 5000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karein.,0,roman_urdu,Bank ATM Transaction Alert,Aap ka mcb debit card atm par use hua hai. Amount: 5000 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
"Your HBL OTP for online transaction is 49145541. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your hbl otp for online transaction is 49145541. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Easypaisa: Aap ne successfully 10000 PKR transfer kar diye hain. Trx ID: 54428887.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 10000 pkr transfer kar diye hain. Trx id: 54428887.,zenodo_21810885
Salary of 12500 PKR has been credited to your Allied Bank account. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 12500 pkr has been credited to your allied bank account. Thank you.,zenodo_21810885
Easypaisa: Aap ne successfully 1 Lakh PKR transfer kar diye hain. Trx ID: 62513105.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 100000 pkr transfer kar diye hain. Trx id: 62513105.,zenodo_21810885
Traffic Police: Apki gari ka E-Challan generate ho gaya h. Amount 12500 PKR. Akhri tareekh se pehle PSCA app k zariye pay kren.,0,roman_urdu,Traffic Challan Notification,Traffic police: apki gari ka e- challan generate ho gaya hai. Amount 12500 pkr. Akhri tareekh se pehle psca app k zariye pay karein.,zenodo_21810885
Apka NayaPay ka acc verification na hone ki waja se block ho gaya h. Abhi call krn 0348268204 par warna acc hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka nayapay ka account verification na hone ki waja se block ho gaya hai. Abhi call karein 0348268204 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 12500 PKR ka inaam nikla h. Taseeq k liye 0365779737 par rabta krein.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka ehsaas program ki taraf se 12500 pkr ka inaam nikla hai. Taseeq k liye 0365779737 par rabta karein.",zenodo_21810885
Apka HBL ka account KYC update na hone ki waja se block ho gaya hai. Abhi pin code dain 0366010324 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka hbl ka account kyc update na hone ki waja se block ho gaya hai. Abhi pin code dein 0366010324 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Apka Meezan Bank ka account suspicious activity ki waja se block ho gaya hai. Abhi call karein 0393149744 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka meezan bank ka account suspicious activity ki waja se block ho gaya hai. Abhi call karein 0393149744 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Apka Allied Bank ka account KYC update na hone ki waja se block ho gaya hai. Abhi details send krain 0334742845 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka allied bank ka account kyc update na hone ki waja se block ho gaya hai. Abhi details send karein 0334742845 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 18777741.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 2500 pkr transfer kar diye hain. Trx id: 18777741.,zenodo_21810885
"Moaziz sarif, apka Jeeto Pakistan ki taraf se 50,000 PKR ka inaam nikla hai. Taseeq k liye 0383070028 par pin code dain.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka jeeto pakistan ki taraf se 50000 pkr ka inaam nikla hai. Taseeq k liye 0383070028 par pin code dein.",zenodo_21810885
Mubarak ho! BISP main apka 1 Lakh ka inam lga ha. Apna inam hasil krne k lie apna SadaPay pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,Mubarak ho! Bisp main apka 100000 ka inam lga hai. Apna inam hasil karne k liye apna sadapay pin is number par send karein.,zenodo_21810885
FBR ki taraf se apka Easypaisa acount freeze kr dia gya h. Unblock krwane k lie abhi OTP call karin.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,Fbr ki taraf se apka easypaisa account freeze kar diya gaya hai. Unblock karwane k liye abhi otp call karein.,zenodo_21810885
FBR ki taraf se apka HBL acount freeze kr dia gya ha. Unblock krwane k lie abhi OTP OTP bataen.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,Fbr ki taraf se apka hbl account freeze kar diya gaya hai. Unblock karwane k liye abhi otp otp bataen.,zenodo_21810885
Apka NayaPay acc hack hone ka khatra ha. Apna password change krne k lie abhi is number par sms karin.,1,roman_urdu,Phishing - Account Hack Warning,Apka nayapay account hack hone ka khatra hai. Apna password change karne k liye abhi is number par sms karein.,zenodo_21810885
"Your MCB OTP for online transaction is 38902838. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your mcb otp for online transaction is 38902838. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Salary of 10000 PKR has been credited to your Easypaisa account. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 10000 pkr has been credited to your easypaisa account. Thank you.,zenodo_21810885
"Dear Consumer, apka is mahine ka LESCO ka bill 350 PKR hai. Due date guzarne se pehle ada karein.",0,roman_urdu,Utility Bill Payment Reminder,"Dear consumer, apka is mahine ka lesco ka bill 350 pkr hai. Due date guzarne se pehle ada karein.",zenodo_21810885
Sui Gas Alert: Apka pichla bill clear ho chuka hai. Current balance is 0 PKR.,0,roman_urdu,Utility Bill Cleared Notification,Sui gas alert: apka pichla bill clear ho chuka hai. Current balance is 0 pkr.,zenodo_21810885
"Your State Bank OTP for online transaction is 64211227. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your state bank otp for online transaction is 64211227. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Aap k SadaPay acount se 12500 PKR ki deduction hui h tax ki madd mein.,0,roman_urdu,Bank Tax Deduction Notification,Aap k sadapay account se 12500 pkr ki deduction hui hai tax ki madd mein.,zenodo_21810885
Easypaisa: Aap ne successfully 2500 PKR transfer kar diye hain. Trx ID: 60742478.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 2500 pkr transfer kar diye hain. Trx id: 60742478.,zenodo_21810885
"Dear Customer, Apke SadaPay account me 2500 PKR deposit hue hain. Available Balance: 2500 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke sadapay account me 2500 pkr deposit hue hain. Available balance: 2500 pkr.",zenodo_21810885
Apka MCB account hack hone ka khatra hai. Apna password change krne k lie abhi is number par rabta krein.,1,roman_urdu,Phishing - Account Hack Warning,Apka mcb account hack hone ka khatra hai. Apna password change karne k liye abhi is number par rabta karein.,zenodo_21810885
Salary of 10000 PKR has been credited to your SadaPay account. Thank you.,0,roman_urdu,Salary Credit Notification,Salary of 10000 pkr has been credited to your sadapay account. Thank you.,zenodo_21810885
"Salary of 75,000 PKR has been credited to your MCB acc. Thank you.",0,roman_urdu,Salary Credit Notification,Salary of 75000 pkr has been credited to your mcb account. Thank you.,zenodo_21810885
Apka SadaPay ka account tax jama na krwane ki waja se block ho gaya hai. Abhi sms karin 0339873256 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka sadapay ka account tax jama na karwane ki waja se block ho gaya hai. Abhi sms karein 0339873256 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Easypaisa: Aap ne successfully 75,000 PKR transfer kar diye hain. Trx ID: 71546273.",0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 75000 pkr transfer kar diye hain. Trx id: 71546273.,zenodo_21810885
"Moaziz sarif, apka Benazir Income Support ki taraf se 1 Lakh PKR ka inaam nikla hai. Taseeq k liye 0351687418 par details send krain.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka benazir income support ki taraf se 100000 pkr ka inaam nikla hai. Taseeq k liye 0351687418 par details send karein.",zenodo_21810885
"Your NayaPay OTP for online transaction is 47501609. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your nayapay otp for online transaction is 47501609. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
Apka HBL ka account system error ki waja se block ho gaya hai. Abhi call karein 0368868861 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka hbl ka account system error ki waja se block ho gaya hai. Abhi call karein 0368868861 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
Easypaisa: Aap ne successfully 1 Lakh PKR transfer kar diye hn. Trx ID: 24105871.,0,roman_urdu,Mobile Wallet Transfer Confirmation,Easypaisa: aap ne successfully 100000 pkr transfer kar diye hain. Trx id: 24105871.,zenodo_21810885
"Dear Consumer, apka is mahine ka LESCO ka bill 1 Lakh PKR hai. Due date guzarne se pehle ada karein.",0,roman_urdu,Utility Bill Payment Reminder,"Dear consumer, apka is mahine ka lesco ka bill 100000 pkr hai. Due date guzarne se pehle ada karein.",zenodo_21810885
"Moaziz sarif, apka Inaam Ghar ki taraf se 10000 PKR ka inaam nikla hai. Taseeq k liye 0330164624 par OTP bataen.",1,roman_urdu,Phishing - Reward/Lottery Scam,"Moaziz sarif, apka inaam ghar ki taraf se 10000 pkr ka inaam nikla hai. Taseeq k liye 0330164624 par otp bataen.",zenodo_21810885
"Bha apke number par ghalti se mere 350 rs aa gaye han easypaisa me, please wapis bhej dain shukar guzar hunga.",1,roman_urdu,Phishing - Wrong Number Refund Scam,"Bhai apke number par ghalti se mere 350 rs aa gaye han easypaisa me, please wapis bhej dein shukar guzar hunga.",zenodo_21810885
Mubarak ho! BISP main apka 350 ka inam lga ha. Apna inam hasil krne k lie apna HBL pin is number par send krin.,1,roman_urdu,Phishing - Reward/Lottery Scam,Mubarak ho! Bisp main apka 350 ka inam lga hai. Apna inam hasil karne k liye apna hbl pin is number par send karein.,zenodo_21810885
Apka MCB account hack hone ka khatra hai. Apna password change krne k lie abhi is number par OTP bataen.,1,roman_urdu,Phishing - Account Hack Warning,Apka mcb account hack hone ka khatra hai. Apna password change karne k liye abhi is number par otp bataen.,zenodo_21810885
"Moaziz sarif, apka Ehsaas Program ki taraf se 12500 PKR ka inaam nikla hai. Taseeq k liye 0312611596 par call karein.",1,roman_urdu,Phishing - Government Scheme Scam,"Moaziz sarif, apka ehsaas program ki taraf se 12500 pkr ka inaam nikla hai. Taseeq k liye 0312611596 par call karein.",zenodo_21810885
"Aap ka Allied Bank debit card ATM par use hua ha. Amount: 75,000 PKR. Agar yeh aap ne nahi kiya toh helpline par call karin.",0,roman_urdu,Bank ATM Transaction Alert,Aap ka allied bank debit card atm par use hua hai. Amount: 75000 pkr. Agar yeh aap ne nahi kiya toh helpline par call karein.,zenodo_21810885
Apka Allied Bank ka account KYC update na hone ki waja se block ho gaya hai. Abhi pin code dain 0381468805 par warna account hamesha k liye band ho jaye ga.,1,roman_urdu,Phishing - Account Block Threat,Apka allied bank ka account kyc update na hone ki waja se block ho gaya hai. Abhi pin code dein 0381468805 par warna account hamesha k liye band ho jaye ga.,zenodo_21810885
"Dear Customer, Apke NayaPay account me 50,000 PKR deposit hue hain. Available Balance: 50,000 PKR.",0,roman_urdu,Bank Deposit Notification,"Dear customer, apke nayapay account me 50000 pkr deposit hue hain. Available balance: 50000 pkr.",zenodo_21810885
FBR ki taraf se apka Allied Bank acc freeze kr dia gya ha. Unblock krwane k lie abhi OTP pin code dain.,1,roman_urdu,Phishing - Account Freeze (FBR) Threat,Fbr ki taraf se apka allied bank account freeze kar diya gaya hai. Unblock karwane k liye abhi otp pin code dein.,zenodo_21810885
"Your NayaPay OTP for online transaction is 29843168. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your nayapay otp for online transaction is 29843168. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
"Bhai apke number par ghalti se mere 50,000 rs aa gaye hain easypaisa me, please wapis bhej dain shukar guzar hunga.",1,roman_urdu,Phishing - Wrong Number Refund Scam,"Bhai apke number par ghalti se mere 50000 rs aa gaye hain easypaisa me, please wapis bhej dein shukar guzar hunga.",zenodo_21810885
"Dear Consumer, apka is mahine ka K-Electric ka bill 2500 PKR hai. Due date guzarne se pehle ada karein.",0,roman_urdu,Utility Bill Payment Reminder,"Dear consumer, apka is mahine ka k- electric ka bill 2500 pkr hai. Due date guzarne se pehle ada karein.",zenodo_21810885
"Your Meezan Bank OTP for online transaction is 59759760. Do not share this OTP with anyone, not even bank staff.",0,roman_urdu,Bank OTP Message,"Your meezan bank otp for online transaction is 59759760. Do not share this otp with anyone, not even bank staff.",zenodo_21810885
